State,ConditionGroup,AgeGroup,COVID19Deaths
Maine,Diabetes,All Ages,293.0
Maine,Obesity,0-24,0
Maine,Obesity,25-34,0
Maine,Obesity,35-44,0
Maine,Obesity,45-54,0
Maine,Obesity,55-64,18.0
Maine,Obesity,65-74,13.0
Maine,Obesity,75-84,17.0
Maine,Obesity,85+,0
Maine,Obesity,Not stated,0.0
Maine,Obesity,All Ages,68.0
Maine,Alzheimer disease,0-24,0.0
Maine,Alzheimer disease,25-34,0.0
Maine,Alzheimer disease,35-44,0.0
Maine,Alzheimer disease,45-54,0.0
Maine,Alzheimer disease,55-64,0
Maine,Alzheimer disease,65-74,0
Maine,Alzheimer disease,75-84,40.0
Maine,Alzheimer disease,85+,81.0
Maine,Alzheimer disease,Not stated,0.0
Maine,Alzheimer disease,All Ages,126.0
Maine,Vascular and unspecified dementia,0-24,0.0
Maine,Vascular and unspecified dementia,25-34,0.0
Maine,Vascular and unspecified dementia,35-44,0.0
Maine,Vascular and unspecified dementia,45-54,0.0
Maine,Vascular and unspecified dementia,55-64,0
Maine,Vascular and unspecified dementia,65-74,35.0
Maine,Vascular and unspecified dementia,75-84,166.0
Maine,Vascular and unspecified dementia,85+,308.0
Maine,Vascular and unspecified dementia,Not stated,0.0
Maine,Vascular and unspecified dementia,All Ages,512.0
Maine,Renal failure,0-24,0.0
Maine,Renal failure,25-34,0
Maine,Renal failure,35-44,0
Maine,Renal failure,45-54,16.0
Maine,Renal failure,55-64,35.0
Maine,Renal failure,65-74,52.0
Maine,Renal failure,75-84,76.0
Maine,Renal failure,85+,57.0
Maine,Renal failure,Not stated,0.0
Maine,Renal failure,All Ages,240.0
Maine,"Intentional and unintentional injury, and other adverse events",134.0
Maine,All other conditions and causes (residual),0-24,0
Maine,All other conditions and causes (residual),25-34,0
Maine,All other conditions and causes (residual),35-44,22.0
Maine,All other conditions and causes (residual),45-54,55.0
Maine,All other conditions and causes (residual),55-64,155.0
Maine,All other conditions and causes (residual),65-74,265.0
Maine,All other conditions and causes (residual),75-84,375.0
Maine,All other conditions and causes (residual),85+,314.0
Maine,All other conditions and causes (residual),Not stated,0.0
Maine,All other conditions and causes (residual),All Ages,1202.0
Maine,COVID-19,0-24,0
Maine,COVID-19,25-34,17.0
Maine,COVID-19,35-44,56.0
Maine,COVID-19,45-54,132.0
Maine,COVID-19,55-64,370.0
Maine,COVID-19,65-74,654.0
Maine,COVID-19,75-84,956.0
Maine,COVID-19,85+,1037.0
Maine,COVID-19,Not stated,0.0
Maine,COVID-19,All Ages,3231.0
Maryland,Respiratory diseases,0-24,30.0
Maryland,Respiratory diseases,25-34,137.0
Maryland,Respiratory diseases,35-44,363.0
Maryland,Respiratory diseases,45-54,965.0
Maryland,Respiratory diseases,55-64,2421.0
Maryland,Respiratory diseases,65-74,3836.0
Maryland,Respiratory diseases,75-84,4402.0
Maryland,Respiratory diseases,85+,3870.0
Maryland,Respiratory diseases,Not stated,0.0
Maryland,Respiratory diseases,All Ages,16060.0
Maryland,Circulatory diseases,0-24,12.0
Maryland,Circulatory diseases,25-34,63.0
Maryland,Circulatory diseases,35-44,200.0
Maryland,Circulatory diseases,45-54,641.0
Maryland,Circulatory diseases,55-64,1761.0
Maryland,Circulatory diseases,65-74,3158.0
Maryland,Circulatory diseases,75-84,4405.0
Maryland,Circulatory diseases,85+,5119.0
Maryland,Circulatory diseases,Not stated,0.0
Maryland,Circulatory diseases,All Ages,15393.0
Maryland,Sepsis,0-24,0
Maryland,Sepsis,25-34,21.0
Maryland,Sepsis,35-44,55.0
Maryland,Sepsis,45-54,143.0
Maryland,Sepsis,55-64,347.0
Maryland,Sepsis,65-74,547.0
Maryland,Sepsis,75-84,480.0
Maryland,Sepsis,85+,361.0
Maryland,Sepsis,Not stated,0.0
Maryland,Sepsis,All Ages,1957.0
Maryland,Malignant neoplasms,0-24,0
Maryland,Malignant neoplasms,25-34,0
Maryland,Malignant neoplasms,35-44,17.0
Maryland,Malignant neoplasms,45-54,54.0
Maryland,Malignant neoplasms,55-64,211.0
Maryland,Malignant neoplasms,65-74,423.0
Maryland,Malignant neoplasms,75-84,469.0
Maryland,Malignant neoplasms,85+,387.0
Maryland,Malignant neoplasms,Not stated,0.0
Maryland,Malignant neoplasms,All Ages,1568.0
Maryland,Diabetes,0-24,0
Maryland,Diabetes,25-34,19.0
Maryland,Diabetes,35-44,83.0
Maryland,Diabetes,45-54,229.0
Maryland,Diabetes,55-64,559.0
Maryland,Diabetes,65-74,902.0
Maryland,Diabetes,75-84,842.0
Maryland,Diabetes,85+,648.0
Maryland,Diabetes,Not stated,0.0
Maryland,Diabetes,All Ages,3287.0
Maryland,Obesity,0-24,0
Maryland,Obesity,25-34,53.0
Maryland,Obesity,35-44,106.0
Maryland,Obesity,45-54,188.0
Maryland,Obesity,55-64,245.0
Maryland,Obesity,65-74,227.0
Maryland,Obesity,75-84,111.0
Maryland,Obesity,85+,16.0
Maryland,Obesity,Not stated,0.0
Maryland,Obesity,All Ages,952.0
Maryland,Alzheimer disease,0-24,0.0
Maryland,Alzheimer disease,25-34,0.0
Maryland,Alzheimer disease,35-44,0.0
Maryland,Alzheimer disease,45-54,0.0
Maryland,Alzheimer disease,55-64,0
Maryland,Alzheimer disease,65-74,31.0
Maryland,Alzheimer disease,75-84,112.0
Maryland,Alzheimer disease,85+,211.0
Maryland,Alzheimer disease,Not stated,0.0
Maryland,Alzheimer disease,All Ages,355.0
Maryland,Vascular and unspecified dementia,0-24,0.0
Maryland,Vascular and unspecified dementia,25-34,0.0
Maryland,Vascular and unspecified dementia,35-44,0.0
Maryland,Vascular and unspecified dementia,45-54,0
Maryland,Vascular and unspecified dementia,55-64,27.0
Maryland,Vascular and unspecified dementia,65-74,224.0
Maryland,Vascular and unspecified dementia,75-84,739.0
Maryland,Vascular and unspecified dementia,85+,1539.0
Maryland,Vascular and unspecified dementia,Not stated,0.0
Maryland,Vascular and unspecified dementia,All Ages,2532.0
Maryland,Renal failure,0-24,0
Maryland,Renal failure,25-34,26.0
Maryland,Renal failure,35-44,63.0
Maryland,Renal failure,45-54,201.0
Maryland,Renal failure,55-64,471.0
Maryland,Renal failure,65-74,690.0
Maryland,Renal failure,75-84,775.0
Maryland,Renal failure,85+,579.0
Maryland,Renal failure,Not stated,0
Maryland,Renal failure,All Ages,2809.0
Maryland,"Intentional and unintentional injury, and other adverse events",1310.0
Maryland,All other conditions and causes (residual),0-24,35.0
Maryland,All other conditions and causes (residual),25-34,90.0
Maryland,All other conditions and causes (residual),35-44,200.0
Maryland,All other conditions and causes (residual),45-54,498.0
Maryland,All other conditions and causes (residual),55-64,1232.0
Maryland,All other conditions and causes (residual),65-74,1958.0
Maryland,All other conditions and causes (residual),75-84,2426.0
Maryland,All other conditions and causes (residual),85+,2490.0
Maryland,All other conditions and causes (residual),Not stated,0
Maryland,All other conditions and causes (residual),All Ages,8931.0
Maryland,COVID-19,0-24,67.0
Maryland,COVID-19,25-34,178.0
Maryland,COVID-19,35-44,425.0
Maryland,COVID-19,45-54,1028.0
Maryland,COVID-19,55-64,2347.0
Maryland,COVID-19,65-74,3836.0
Maryland,COVID-19,75-84,4799.0
Maryland,COVID-19,85+,5458.0
Maryland,COVID-19,Not stated,0
Maryland,COVID-19,All Ages,18140.0
Massachusetts,Respiratory diseases,0-24,29.0
Massachusetts,Respiratory diseases,25-34,120.0
Massachusetts,Respiratory diseases,35-44,232.0
Massachusetts,Respiratory diseases,45-54,736.0
Massachusetts,Respiratory diseases,55-64,2335.0
Massachusetts,Respiratory diseases,65-74,4538.0
Massachusetts,Respiratory diseases,75-84,6228.0
Massachusetts,Respiratory diseases,85+,7461.0
Massachusetts,Respiratory diseases,Not stated,0.0
Massachusetts,Respiratory diseases,All Ages,21709.0
Massachusetts,Circulatory diseases,0-24,0.0
Massachusetts,Circulatory diseases,25-34,28.0
Massachusetts,Circulatory diseases,35-44,115.0
Massachusetts,Circulatory diseases,45-54,368.0
Massachusetts,Circulatory diseases,55-64,1134.0
Massachusetts,Circulatory diseases,65-74,2332.0
Massachusetts,Circulatory diseases,75-84,3526.0
Massachusetts,Circulatory diseases,85+,5562.0
Massachusetts,Circulatory diseases,Not stated,0.0
Massachusetts,Circulatory diseases,All Ages,13137.0
Massachusetts,Sepsis,0-24,0
Massachusetts,Sepsis,25-34,11.0
Massachusetts,Sepsis,35-44,23.0
Massachusetts,Sepsis,45-54,87.0
Massachusetts,Sepsis,55-64,271.0
Massachusetts,Sepsis,65-74,486.0
Massachusetts,Sepsis,75-84,546.0
Massachusetts,Sepsis,85+,488.0
Massachusetts,Sepsis,Not stated,0.0
Massachusetts,Sepsis,All Ages,1916.0
Massachusetts,Malignant neoplasms,0-24,0
Massachusetts,Malignant neoplasms,25-34,0
Massachusetts,Malignant neoplasms,35-44,11.0
Massachusetts,Malignant neoplasms,45-54,46.0
Massachusetts,Malignant neoplasms,55-64,170.0
Massachusetts,Malignant neoplasms,65-74,386.0
Massachusetts,Malignant neoplasms,75-84,436.0
Massachusetts,Malignant neoplasms,85+,398.0
Massachusetts,Malignant neoplasms,Not stated,0.0
Massachusetts,Malignant neoplasms,All Ages,1450.0
Massachusetts,Diabetes,0-24,0.0
Massachusetts,Diabetes,25-34,12.0
Massachusetts,Diabetes,35-44,19.0
Massachusetts,Diabetes,45-54,77.0
Massachusetts,Diabetes,55-64,214.0
Massachusetts,Diabetes,65-74,400.0
Massachusetts,Diabetes,75-84,516.0
Massachusetts,Diabetes,85+,539.0
Massachusetts,Diabetes,Not stated,0.0
Massachusetts,Diabetes,All Ages,1777.0
Massachusetts,Obesity,0-24,0
Massachusetts,Obesity,25-34,25.0
Massachusetts,Obesity,35-44,37.0
Massachusetts,Obesity,45-54,59.0
Massachusetts,Obesity,55-64,97.0
Massachusetts,Obesity,65-74,107.0
Massachusetts,Obesity,75-84,59.0
Massachusetts,Obesity,85+,17.0
Massachusetts,Obesity,Not stated,0.0
Massachusetts,Obesity,All Ages,408.0
Massachusetts,Alzheimer disease,0-24,0.0
Massachusetts,Alzheimer disease,25-34,0.0
Massachusetts,Alzheimer disease,35-44,0.0
Massachusetts,Alzheimer disease,45-54,0.0
Massachusetts,Alzheimer disease,55-64,0
Massachusetts,Alzheimer disease,65-74,37.0
Massachusetts,Alzheimer disease,75-84,157.0
Massachusetts,Alzheimer disease,85+,376.0
Massachusetts,Alzheimer disease,Not stated,0.0
Massachusetts,Alzheimer disease,All Ages,578.0
Massachusetts,Vascular and unspecified dementia,0-24,0.0
Massachusetts,Vascular and unspecified dementia,25-34,0.0
Massachusetts,Vascular and unspecified dementia,35-44,0.0
Massachusetts,Vascular and unspecified dementia,45-54,0
Massachusetts,Vascular and unspecified dementia,55-64,35.0
Massachusetts,Vascular and unspecified dementia,65-74,217.0
Massachusetts,Vascular and unspecified dementia,75-84,789.0
Massachusetts,Vascular and unspecified dementia,85+,2166.0
Massachusetts,Vascular and unspecified dementia,Not stated,0.0
Massachusetts,Vascular and unspecified dementia,All Ages,3210.0
Massachusetts,Renal failure,0-24,0
Massachusetts,Renal failure,25-34,10.0
Massachusetts,Renal failure,35-44,23.0
Massachusetts,Renal failure,45-54,82.0
Massachusetts,Renal failure,55-64,283.0
Massachusetts,Renal failure,65-74,578.0
Massachusetts,Renal failure,75-84,666.0
Massachusetts,Renal failure,85+,839.0
Massachusetts,Renal failure,Not stated,0.0
Massachusetts,Renal failure,All Ages,2483.0
Massachusetts,"Intentional and unintentional injury, and other adverse events",1175.0
Massachusetts,All other conditions and causes (residual),0-24,30.0
Massachusetts,All other conditions and causes (residual),25-34,69.0
Massachusetts,All other conditions and causes (residual),35-44,138.0
Massachusetts,All other conditions and causes (residual),45-54,332.0
Massachusetts,All other conditions and causes (residual),55-64,989.0
Massachusetts,All other conditions and causes (residual),65-74,1878.0
Massachusetts,All other conditions and causes (residual),75-84,2506.0
Massachusetts,All other conditions and causes (residual),85+,3323.0
Massachusetts,All other conditions and causes (residual),Not stated,0.0
Massachusetts,All other conditions and causes (residual),All Ages,9265.0
Massachusetts,COVID-19,0-24,47.0
Massachusetts,COVID-19,25-34,125.0
Massachusetts,COVID-19,35-44,243.0
Massachusetts,COVID-19,45-54,666.0
Massachusetts,COVID-19,55-64,1905.0
Massachusetts,COVID-19,65-74,3758.0
Massachusetts,COVID-19,75-84,5667.0
Massachusetts,COVID-19,85+,8831.0
Massachusetts,COVID-19,Not stated,0.0
Massachusetts,COVID-19,All Ages,21242.0
Michigan,Respiratory diseases,0-24,69.0
Michigan,Respiratory diseases,25-34,314.0
Michigan,Respiratory diseases,35-44,809.0
Michigan,Respiratory diseases,45-54,2346.0
Michigan,Respiratory diseases,55-64,5528.0
Michigan,Respiratory diseases,65-74,9731.0
Michigan,Respiratory diseases,75-84,10167.0
Michigan,Respiratory diseases,85+,8091.0
Michigan,Respiratory diseases,Not stated,0.0
Michigan,Respiratory diseases,All Ages,37063.0
Michigan,Circulatory diseases,0-24,11.0
Michigan,Circulatory diseases,25-34,97.0
Michigan,Circulatory diseases,35-44,344.0
Michigan,Circulatory diseases,45-54,1026.0
Michigan,Circulatory diseases,55-64,2491.0
Michigan,Circulatory diseases,65-74,4823.0
Michigan,Circulatory diseases,75-84,6016.0
Michigan,Circulatory diseases,85+,7234.0
Michigan,Circulatory diseases,Not stated,0.0
Michigan,Circulatory diseases,All Ages,22079.0
Michigan,Sepsis,0-24,0
Michigan,Sepsis,25-34,34.0
Michigan,Sepsis,35-44,78.0
Michigan,Sepsis,45-54,263.0
Michigan,Sepsis,55-64,674.0
Michigan,Sepsis,65-74,992.0
Michigan,Sepsis,75-84,859.0
Michigan,Sepsis,85+,605.0
Michigan,Sepsis,Not stated,0.0
Michigan,Sepsis,All Ages,3511.0
Michigan,Malignant neoplasms,0-24,0
Michigan,Malignant neoplasms,25-34,10.0
Michigan,Malignant neoplasms,35-44,22.0
Michigan,Malignant neoplasms,45-54,79.0
Michigan,Malignant neoplasms,55-64,350.0
Michigan,Malignant neoplasms,65-74,659.0
Michigan,Malignant neoplasms,75-84,712.0
Michigan,Malignant neoplasms,85+,514.0
Michigan,Malignant neoplasms,Not stated,0.0
Michigan,Malignant neoplasms,All Ages,2348.0
Michigan,Diabetes,0-24,0
Michigan,Diabetes,25-34,25.0
Michigan,Diabetes,35-44,91.0
Michigan,Diabetes,45-54,302.0
Michigan,Diabetes,55-64,663.0
Michigan,Diabetes,65-74,1167.0
Michigan,Diabetes,75-84,1023.0
Michigan,Diabetes,85+,732.0
Michigan,Diabetes,Not stated,0.0
Michigan,Diabetes,All Ages,4009.0
Michigan,Obesity,0-24,13.0
Michigan,Obesity,25-34,81.0
Michigan,Obesity,35-44,134.0
Michigan,Obesity,45-54,286.0
Michigan,Obesity,55-64,362.0
Michigan,Obesity,65-74,350.0
Michigan,Obesity,75-84,159.0
Michigan,Obesity,85+,30.0
Michigan,Obesity,Not stated,0.0
Michigan,Obesity,All Ages,1415.0
Michigan,Alzheimer disease,0-24,0.0
Michigan,Alzheimer disease,25-34,0.0
Michigan,Alzheimer disease,35-44,0.0
Michigan,Alzheimer disease,45-54,0
Michigan,Alzheimer disease,55-64,14.0
Michigan,Alzheimer disease,65-74,79.0
Michigan,Alzheimer disease,75-84,312.0
Michigan,Alzheimer disease,85+,773.0
Michigan,Alzheimer disease,Not stated,0.0
Michigan,Alzheimer disease,All Ages,1182.0
Michigan,Vascular and unspecified dementia,0-24,0.0
Michigan,Vascular and unspecified dementia,25-34,0.0
Michigan,Vascular and unspecified dementia,35-44,0.0
Michigan,Vascular and unspecified dementia,45-54,0
Michigan,Vascular and unspecified dementia,55-64,43.0
Michigan,Vascular and unspecified dementia,65-74,193.0
Michigan,Vascular and unspecified dementia,75-84,743.0
Michigan,Vascular and unspecified dementia,85+,1447.0
Michigan,Vascular and unspecified dementia,Not stated,0.0
Michigan,Vascular and unspecified dementia,All Ages,2428.0
Michigan,Renal failure,0-24,0
Michigan,Renal failure,25-34,30.0
Michigan,Renal failure,35-44,104.0
Michigan,Renal failure,45-54,259.0
Michigan,Renal failure,55-64,596.0
Michigan,Renal failure,65-74,1005.0
Michigan,Renal failure,75-84,999.0
Michigan,Renal failure,85+,780.0
Michigan,Renal failure,Not stated,0.0
Michigan,Renal failure,All Ages,3774.0
Michigan,"Intentional and unintentional injury, and other adverse events",1378.0
Michigan,All other conditions and causes (residual),0-24,64.0
Michigan,All other conditions and causes (residual),25-34,141.0
Michigan,All other conditions and causes (residual),35-44,300.0
Michigan,All other conditions and causes (residual),45-54,816.0
Michigan,All other conditions and causes (residual),55-64,2016.0
Michigan,All other conditions and causes (residual),65-74,3476.0
Michigan,All other conditions and causes (residual),75-84,3853.0
Michigan,All other conditions and causes (residual),85+,3488.0
Michigan,All other conditions and causes (residual),Not stated,0.0
Michigan,All other conditions and causes (residual),All Ages,14154.0
Michigan,COVID-19,0-24,116.0
Michigan,COVID-19,25-34,349.0
Michigan,COVID-19,35-44,793.0
Michigan,COVID-19,45-54,2148.0
Michigan,COVID-19,55-64,4943.0
Michigan,COVID-19,65-74,8549.0
Michigan,COVID-19,75-84,9883.0
Michigan,COVID-19,85+,10260.0
Michigan,COVID-19,Not stated,0.0
Michigan,COVID-19,All Ages,37041.0
Minnesota,Respiratory diseases,0-24,32.0
Minnesota,Respiratory diseases,25-34,88.0
Minnesota,Respiratory diseases,35-44,260.0
Minnesota,Respiratory diseases,45-54,692.0
Minnesota,Respiratory diseases,55-64,2031.0
Minnesota,Respiratory diseases,65-74,3400.0
Minnesota,Respiratory diseases,75-84,4186.0
Minnesota,Respiratory diseases,85+,4246.0
Minnesota,Respiratory diseases,Not stated,0.0
Minnesota,Respiratory diseases,All Ages,14978.0
Minnesota,Circulatory diseases,0-24,0.0
Minnesota,Circulatory diseases,25-34,35.0
Minnesota,Circulatory diseases,35-44,153.0
Minnesota,Circulatory diseases,45-54,366.0
Minnesota,Circulatory diseases,55-64,1118.0
Minnesota,Circulatory diseases,65-74,2307.0
Minnesota,Circulatory diseases,75-84,4038.0
Minnesota,Circulatory diseases,85+,6352.0
Minnesota,Circulatory diseases,Not stated,0.0
Minnesota,Circulatory diseases,All Ages,14418.0
Minnesota,Sepsis,0-24,0
Minnesota,Sepsis,25-34,11.0
Minnesota,Sepsis,35-44,29.0
Minnesota,Sepsis,45-54,78.0
Minnesota,Sepsis,55-64,204.0
Minnesota,Sepsis,65-74,303.0
Minnesota,Sepsis,75-84,298.0
Minnesota,Sepsis,85+,225.0
Minnesota,Sepsis,Not stated,0.0
Minnesota,Sepsis,All Ages,1150.0
Minnesota,Malignant neoplasms,0-24,0
Minnesota,Malignant neoplasms,25-34,0
Minnesota,Malignant neoplasms,35-44,12.0
Minnesota,Malignant neoplasms,45-54,46.0
Minnesota,Malignant neoplasms,55-64,186.0
Minnesota,Malignant neoplasms,65-74,338.0
Minnesota,Malignant neoplasms,75-84,468.0
Minnesota,Malignant neoplasms,85+,440.0
Minnesota,Malignant neoplasms,Not stated,0.0
Minnesota,Malignant neoplasms,All Ages,1494.0
Minnesota,Diabetes,0-24,0
Minnesota,Diabetes,25-34,13.0
Minnesota,Diabetes,35-44,38.0
Minnesota,Diabetes,45-54,128.0
Minnesota,Diabetes,55-64,363.0
Minnesota,Diabetes,65-74,660.0
Minnesota,Diabetes,75-84,829.0
Minnesota,Diabetes,85+,772.0
Minnesota,Diabetes,Not stated,0.0
Minnesota,Diabetes,All Ages,2804.0
Minnesota,Obesity,0-24,11.0
Minnesota,Obesity,25-34,33.0
Minnesota,Obesity,35-44,68.0
Minnesota,Obesity,45-54,120.0
Minnesota,Obesity,55-64,192.0
Minnesota,Obesity,65-74,201.0
Minnesota,Obesity,75-84,133.0
Minnesota,Obesity,85+,53.0
Minnesota,Obesity,Not stated,0.0
Minnesota,Obesity,All Ages,811.0
Minnesota,Alzheimer disease,0-24,0.0
Minnesota,Alzheimer disease,25-34,0.0
Minnesota,Alzheimer disease,35-44,0.0
Minnesota,Alzheimer disease,45-54,0
Minnesota,Alzheimer disease,55-64,0
Minnesota,Alzheimer disease,65-74,61.0
Minnesota,Alzheimer disease,75-84,303.0
Minnesota,Alzheimer disease,85+,751.0
Minnesota,Alzheimer disease,Not stated,0.0
Minnesota,Alzheimer disease,All Ages,1125.0
Minnesota,Vascular and unspecified dementia,0-24,0.0
Minnesota,Vascular and unspecified dementia,25-34,0.0
Minnesota,Vascular and unspecified dementia,35-44,0.0
Minnesota,Vascular and unspecified dementia,45-54,0
Minnesota,Vascular and unspecified dementia,55-64,27.0
Minnesota,Vascular and unspecified dementia,65-74,189.0
Minnesota,Vascular and unspecified dementia,75-84,754.0
Minnesota,Vascular and unspecified dementia,85+,1537.0
Minnesota,Vascular and unspecified dementia,Not stated,0.0
Minnesota,Vascular and unspecified dementia,All Ages,2510.0
Minnesota,Renal failure,0-24,0
Minnesota,Renal failure,25-34,0
Minnesota,Renal failure,35-44,33.0
Minnesota,Renal failure,45-54,106.0
Minnesota,Renal failure,55-64,231.0
Minnesota,Renal failure,65-74,371.0
Minnesota,Renal failure,75-84,462.0
Minnesota,Renal failure,85+,597.0
Minnesota,Renal failure,Not stated,0.0
Minnesota,Renal failure,All Ages,1814.0
Minnesota,"Intentional and unintentional injury, and other adverse events",1585.0
Minnesota,All other conditions and causes (residual),0-24,27.0
Minnesota,All other conditions and causes (residual),25-34,71.0
Minnesota,All other conditions and causes (residual),35-44,151.0
Minnesota,All other conditions and causes (residual),45-54,371.0
Minnesota,All other conditions and causes (residual),55-64,1023.0
Minnesota,All other conditions and causes (residual),65-74,1706.0
Minnesota,All other conditions and causes (residual),75-84,2447.0
