State,Condition Group,Condition,Age Group,COVID-19 Deaths
Indiana,Circulatory diseases,Cardiac arrhythmia,85+,958.0
Indiana,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Indiana,Circulatory diseases,Cardiac arrhythmia,All Ages,2594.0
Indiana,Circulatory diseases,Heart failure,0-24,
Indiana,Circulatory diseases,Heart failure,25-34,
Indiana,Circulatory diseases,Heart failure,35-44,18.0
Indiana,Circulatory diseases,Heart failure,45-54,45.0
Indiana,Circulatory diseases,Heart failure,55-64,184.0
Indiana,Circulatory diseases,Heart failure,65-74,483.0
Indiana,Circulatory diseases,Heart failure,75-84,793.0
Indiana,Circulatory diseases,Heart failure,85+,1045.0
Indiana,Circulatory diseases,Heart failure,Not stated,
Indiana,Circulatory diseases,Heart failure,All Ages,2576.0
Indiana,Circulatory diseases,Cerebrovascular diseases,0-24,0.0
Indiana,Circulatory diseases,Cerebrovascular diseases,25-34,
Indiana,Circulatory diseases,Cerebrovascular diseases,35-44,16.0
Indiana,Circulatory diseases,Cerebrovascular diseases,45-54,60.0
Indiana,Circulatory diseases,Cerebrovascular diseases,55-64,150.0
Indiana,Circulatory diseases,Cerebrovascular diseases,65-74,339.0
Indiana,Circulatory diseases,Cerebrovascular diseases,75-84,469.0
Indiana,Circulatory diseases,Cerebrovascular diseases,85+,520.0
Indiana,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
Indiana,Circulatory diseases,Cerebrovascular diseases,All Ages,1560.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,0-24,19.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,25-34,26.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,35-44,50.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,45-54,152.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,55-64,341.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,65-74,554.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,75-84,611.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,85+,606.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
Indiana,Circulatory diseases,Other diseases of the circulatory system,All Ages,2359.0
Indiana,Sepsis,Sepsis,0-24,
Indiana,Sepsis,Sepsis,25-34,20.0
Indiana,Sepsis,Sepsis,35-44,64.0
Indiana,Sepsis,Sepsis,45-54,182.0
Indiana,Sepsis,Sepsis,55-64,467.0
Indiana,Sepsis,Sepsis,65-74,722.0
Indiana,Sepsis,Sepsis,75-84,697.0
Indiana,Sepsis,Sepsis,85+,372.0
Indiana,Sepsis,Sepsis,Not stated,
Indiana,Sepsis,Sepsis,All Ages,2532.0
Indiana,Malignant neoplasms,Malignant neoplasms,0-24,
Indiana,Malignant neoplasms,Malignant neoplasms,25-34,
Indiana,Malignant neoplasms,Malignant neoplasms,35-44,16.0
Indiana,Malignant neoplasms,Malignant neoplasms,45-54,86.0
Indiana,Malignant neoplasms,Malignant neoplasms,55-64,279.0
Indiana,Malignant neoplasms,Malignant neoplasms,65-74,523.0
Indiana,Malignant neoplasms,Malignant neoplasms,75-84,483.0
Indiana,Malignant neoplasms,Malignant neoplasms,85+,347.0
Indiana,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
Indiana,Malignant neoplasms,Malignant neoplasms,All Ages,1743.0
Indiana,Diabetes,Diabetes,0-24,
Indiana,Diabetes,Diabetes,25-34,18.0
Indiana,Diabetes,Diabetes,35-44,69.0
Indiana,Diabetes,Diabetes,45-54,226.0
Indiana,Diabetes,Diabetes,55-64,590.0
Indiana,Diabetes,Diabetes,65-74,1101.0
Indiana,Diabetes,Diabetes,75-84,1122.0
Indiana,Diabetes,Diabetes,85+,768.0
Indiana,Diabetes,Diabetes,Not stated,0.0
Indiana,Diabetes,Diabetes,All Ages,3900.0
Indiana,Obesity,Obesity,0-24,20.0
Indiana,Obesity,Obesity,25-34,42.0
Indiana,Obesity,Obesity,35-44,97.0
Indiana,Obesity,Obesity,45-54,190.0
Indiana,Obesity,Obesity,55-64,289.0
Indiana,Obesity,Obesity,65-74,289.0
Indiana,Obesity,Obesity,75-84,170.0
Indiana,Obesity,Obesity,85+,28.0
Indiana,Obesity,Obesity,Not stated,0.0
Indiana,Obesity,Obesity,All Ages,1125.0
Indiana,Alzheimer disease,Alzheimer disease,0-24,0.0
Indiana,Alzheimer disease,Alzheimer disease,25-34,0.0
Indiana,Alzheimer disease,Alzheimer disease,35-44,
Indiana,Alzheimer disease,Alzheimer disease,45-54,
Indiana,Alzheimer disease,Alzheimer disease,55-64,
Indiana,Alzheimer disease,Alzheimer disease,65-74,65.0
Indiana,Alzheimer disease,Alzheimer disease,75-84,302.0
Indiana,Alzheimer disease,Alzheimer disease,85+,619.0
Indiana,Alzheimer disease,Alzheimer disease,Not stated,0.0
Indiana,Alzheimer disease,Alzheimer disease,All Ages,997.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,41.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,259.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,870.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,1637.0
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,
Indiana,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,2811.0
Indiana,Renal failure,Renal failure,0-24,
Indiana,Renal failure,Renal failure,25-34,23.0
Indiana,Renal failure,Renal failure,35-44,60.0
Indiana,Renal failure,Renal failure,45-54,193.0
Indiana,Renal failure,Renal failure,55-64,500.0
Indiana,Renal failure,Renal failure,65-74,875.0
Indiana,Renal failure,Renal failure,75-84,990.0
Indiana,Renal failure,Renal failure,85+,835.0
Indiana,Renal failure,Renal failure,Not stated,
Indiana,Renal failure,Renal failure,All Ages,3480.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",25-34,25.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",35-44,35.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",45-54,62.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",55-64,134.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",65-74,174.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,187.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,215.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
Indiana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,839.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),0-24,56.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),25-34,97.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),35-44,247.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),45-54,650.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),55-64,1794.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),65-74,3095.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),75-84,3647.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),85+,3505.0
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,
Indiana,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,13092.0
Indiana,COVID-19,COVID-19,0-24,108.0
Indiana,COVID-19,COVID-19,25-34,206.0
Indiana,COVID-19,COVID-19,35-44,515.0
Indiana,COVID-19,COVID-19,45-54,1380.0
Indiana,COVID-19,COVID-19,55-64,3506.0
Indiana,COVID-19,COVID-19,65-74,6035.0
Indiana,COVID-19,COVID-19,75-84,7355.0
Indiana,COVID-19,COVID-19,85+,7790.0
Indiana,COVID-19,COVID-19,Not stated,
Indiana,COVID-19,COVID-19,All Ages,26896.0
Iowa,Respiratory diseases,Influenza and pneumonia,0-24,
Iowa,Respiratory diseases,Influenza and pneumonia,25-34,22.0
Iowa,Respiratory diseases,Influenza and pneumonia,35-44,67.0
Iowa,Respiratory diseases,Influenza and pneumonia,45-54,190.0
Iowa,Respiratory diseases,Influenza and pneumonia,55-64,478.0
Iowa,Respiratory diseases,Influenza and pneumonia,65-74,832.0
Iowa,Respiratory diseases,Influenza and pneumonia,75-84,964.0
Iowa,Respiratory diseases,Influenza and pneumonia,85+,1128.0
Iowa,Respiratory diseases,Influenza and pneumonia,Not stated,0.0
Iowa,Respiratory diseases,Influenza and pneumonia,All Ages,3684.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,0-24,
Iowa,Respiratory diseases,Chronic lower respiratory diseases,25-34,
Iowa,Respiratory diseases,Chronic lower respiratory diseases,35-44,13.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,45-54,35.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,55-64,154.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,65-74,275.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,75-84,414.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,85+,416.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
Iowa,Respiratory diseases,Chronic lower respiratory diseases,All Ages,1312.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,0-24,
Iowa,Respiratory diseases,Adult respiratory distress syndrome,25-34,14.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,35-44,31.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,45-54,87.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,55-64,142.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,65-74,219.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,75-84,192.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,85+,119.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
Iowa,Respiratory diseases,Adult respiratory distress syndrome,All Ages,807.0
Iowa,Respiratory diseases,Respiratory failure,0-24,
Iowa,Respiratory diseases,Respiratory failure,25-34,19.0
Iowa,Respiratory diseases,Respiratory failure,35-44,59.0
Iowa,Respiratory diseases,Respiratory failure,45-54,199.0
Iowa,Respiratory diseases,Respiratory failure,55-64,560.0
Iowa,Respiratory diseases,Respiratory failure,65-74,996.0
Iowa,Respiratory diseases,Respiratory failure,75-84,1135.0
Iowa,Respiratory diseases,Respiratory failure,85+,1171.0
Iowa,Respiratory diseases,Respiratory failure,Not stated,0.0
Iowa,Respiratory diseases,Respiratory failure,All Ages,4144.0
Iowa,Respiratory diseases,Respiratory arrest,0-24,0.0
Iowa,Respiratory diseases,Respiratory arrest,25-34,
Iowa,Respiratory diseases,Respiratory arrest,35-44,
Iowa,Respiratory diseases,Respiratory arrest,45-54,
Iowa,Respiratory diseases,Respiratory arrest,55-64,43.0
Iowa,Respiratory diseases,Respiratory arrest,65-74,73.0
Iowa,Respiratory diseases,Respiratory arrest,75-84,105.0
Iowa,Respiratory diseases,Respiratory arrest,85+,164.0
Iowa,Respiratory diseases,Respiratory arrest,Not stated,0.0
Iowa,Respiratory diseases,Respiratory arrest,All Ages,400.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,0-24,
Iowa,Respiratory diseases,Other diseases of the respiratory system,25-34,
Iowa,Respiratory diseases,Other diseases of the respiratory system,35-44,14.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,45-54,31.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,55-64,70.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,65-74,121.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,75-84,148.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,85+,166.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
Iowa,Respiratory diseases,Other diseases of the respiratory system,All Ages,556.0
Iowa,Circulatory diseases,Hypertensive diseases,0-24,0.0
Iowa,Circulatory diseases,Hypertensive diseases,25-34,
Iowa,Circulatory diseases,Hypertensive diseases,35-44,15.0
Iowa,Circulatory diseases,Hypertensive diseases,45-54,60.0
Iowa,Circulatory diseases,Hypertensive diseases,55-64,185.0
Iowa,Circulatory diseases,Hypertensive diseases,65-74,283.0
Iowa,Circulatory diseases,Hypertensive diseases,75-84,462.0
Iowa,Circulatory diseases,Hypertensive diseases,85+,767.0
Iowa,Circulatory diseases,Hypertensive diseases,Not stated,0.0
Iowa,Circulatory diseases,Hypertensive diseases,All Ages,1775.0
Iowa,Circulatory diseases,Ischemic heart disease,0-24,0.0
Iowa,Circulatory diseases,Ischemic heart disease,25-34,
Iowa,Circulatory diseases,Ischemic heart disease,35-44,
Iowa,Circulatory diseases,Ischemic heart disease,45-54,47.0
Iowa,Circulatory diseases,Ischemic heart disease,55-64,123.0
Iowa,Circulatory diseases,Ischemic heart disease,65-74,229.0
Iowa,Circulatory diseases,Ischemic heart disease,75-84,417.0
Iowa,Circulatory diseases,Ischemic heart disease,85+,539.0
Iowa,Circulatory diseases,Ischemic heart disease,Not stated,0.0
Iowa,Circulatory diseases,Ischemic heart disease,All Ages,1370.0
Iowa,Circulatory diseases,Cardiac arrest,0-24,
Iowa,Circulatory diseases,Cardiac arrest,25-34,
Iowa,Circulatory diseases,Cardiac arrest,35-44,25.0
Iowa,Circulatory diseases,Cardiac arrest,45-54,59.0
Iowa,Circulatory diseases,Cardiac arrest,55-64,126.0
Iowa,Circulatory diseases,Cardiac arrest,65-74,178.0
Iowa,Circulatory diseases,Cardiac arrest,75-84,217.0
Iowa,Circulatory diseases,Cardiac arrest,85+,217.0
Iowa,Circulatory diseases,Cardiac arrest,Not stated,0.0
Iowa,Circulatory diseases,Cardiac arrest,All Ages,831.0
Iowa,Circulatory diseases,Cardiac arrhythmia,0-24,
Iowa,Circulatory diseases,Cardiac arrhythmia,25-34,0.0
Iowa,Circulatory diseases,Cardiac arrhythmia,35-44,
Iowa,Circulatory diseases,Cardiac arrhythmia,45-54,18.0
Iowa,Circulatory diseases,Cardiac arrhythmia,55-64,76.0
Iowa,Circulatory diseases,Cardiac arrhythmia,65-74,157.0
Iowa,Circulatory diseases,Cardiac arrhythmia,75-84,313.0
Iowa,Circulatory diseases,Cardiac arrhythmia,85+,484.0
Iowa,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Iowa,Circulatory diseases,Cardiac arrhythmia,All Ages,1057.0
Iowa,Circulatory diseases,Heart failure,0-24,
Iowa,Circulatory diseases,Heart failure,25-34,
Iowa,Circulatory diseases,Heart failure,35-44,
Iowa,Circulatory diseases,Heart failure,45-54,23.0
Iowa,Circulatory diseases,Heart failure,55-64,62.0
Iowa,Circulatory diseases,Heart failure,65-74,179.0
Iowa,Circulatory diseases,Heart failure,75-84,307.0
Iowa,Circulatory diseases,Heart failure,85+,629.0
Iowa,Circulatory diseases,Heart failure,Not stated,0.0
Iowa,Circulatory diseases,Heart failure,All Ages,1209.0
Iowa,Circulatory diseases,Cerebrovascular diseases,0-24,
Iowa,Circulatory diseases,Cerebrovascular diseases,25-34,
Iowa,Circulatory diseases,Cerebrovascular diseases,35-44,
